"№";"ИНН";"ОГРН";"Название";"Страна";"Регион";"Населенный Пункт";"Индекс";"Адрес";"Раздел";"Подраздел";"Рубрика";"Ключевое слово";"Телефоны";"Сотовый";"Метро (Остановка)";"Email";"Сайт";"Vk.com";"Twitter.com";"Facebook.com";"Instagram.com";"X";"Y";"Дополнительно";"Время Работы"
"21272915636";"";"";"Центрозайм деньги";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 118А, Алейск";"Бизнес";"Финансы";"Микрофинансирование";"";"";"";"";"";"";"";"";"";"";"82.773774";"52.496494";"";"пн-пт 9:00–18:00, перерыв 13:00–14:00, сб 10:00–17:00"
"113893541681";"";"";"ФинТерра";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 134, Алейск";"Бизнес";"Финансы";"Микрофинансирование";"";"8 (800) 301-43-44";"";"";"";"http://финтерра.рф/";"https://vk.com/public61506457";"";"";"";"82.772898";"52.497468";"";"ежедневно, 9:00–20:00, перерыв 14:00–15:00"
"227538454176";"";"";"Экспресс-Займы";"Россия";"Алтайский край";"Алейск";"658130";"ул. Победы, 125, Алейск, Россия";"Бизнес";"Финансы";"Микрофинансирование";"";"";"";"";"";"";"";"";"";"";"82.772361";"52.497785";"";""
"234760287510";"";"";"Центрофинанс";"Россия";"Алтайский край";"Алейск";"658130";"ул. Победы, 125, Алейск";"Бизнес";"Финансы";"Микрофинансирование";"";"8 (800) 777-37-37";"+7 (983) 385-49-10";"";"info@centrofinans.ru";"https://centrofinans.ru/";"https://vk.com/centrofinans";"";"https://www.facebook.com/centrofinans";"https://ok.ru/centrofinans";"82.7721";"52.497809";"";"пн-пт 9:00–19:00, перерыв 13:00–14:00, сб,вс 9:00–16:00"
"156455557990";"";"";"Отличные наличные";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 134, Алейск, Россия";"Бизнес";"Финансы";"Микрофинансирование";"";"8 (800) 600-70-00, 8 (800) 550-77-77";"";"";"info@otlnal.ru";"http://www.otlnal.ru/";"";"";"";"";"82.772922";"52.497464";"";""
"109448512225";"";"";"Деньги в руки";"Россия";"Алтайский край";"Алейск";"";"Пионерская ул., 125, Алейск";"Бизнес";"Финансы";"Микрофинансирование";"";"8 (800) 700-69-22";"";"";"";"https://mfo-dvr.ru/";"";"";"";"";"82.777643";"52.499796";"";"ежедневно, 9:00–19:00"
"205234235639";"";"";"МигДеньги";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 118, Алейск";"Бизнес";"Финансы";"Микрофинансирование";"";"8 (800) 301-38-15";"";"";"isaenkov.84@mail.ru";"http://www.mig-dengi.com/";"";"";"";"";"82.774256";"52.496416";"";"пн-пт 9:00–17:00, перерыв 13:00–14:00, сб 10:00–14:00"
"59911560326";"";"";"РосДеньги";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 134, Алейск";"Бизнес";"Финансы";"Микрофинансирование";"";"8 (800) 200-50-51";"";"";"partners@ros-dengi.ru";"https://ros-dengi.ru/";"https://vk.com/rd_open/rosdengi_life";"";"";"";"82.772823";"52.497483";"";"ежедневно, 9:00–20:00"
"30798108990";"";"";"МКК Дарсон";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 164, Алейск";"Бизнес";"Финансы";"Микрофинансирование";"";"";"";"";"";"http://mkk-darson.ru/";"";"";"";"";"82.770236";"52.495606";"";""
"91202405862";"";"";"Лаборатория санитарно-ветеринарной экспертизы";"Россия";"Алтайский край";"Алейск";"";"Пионерская ул., 125, Алейск";"Бизнес";"Экспертиза и патентование";"Лаборатория ветеринарно-санитарной экспертизы";"";"";"";"";"";"";"";"";"";"";"82.772897";"52.49634";"";""
"239117741812";"";"";"Адвокатская контора г. Алейска Алтайского края";"Россия";"Алтайский край";"Алейск";"658130";"Партизанская ул., 90, Алейск";"Бизнес";"Юридические услуги";"Адвокаты";"";"+7 (38553) 2-43-80";"";"";"";"";"";"";"";"";"82.776942";"52.496378";"";"пн-пт 9:00–15:00"
"131559509708";"";"";"Управление Федеральной службы войск национальной гвардии Российской Федерации по Алтайскому краю";"Россия";"Алтайский край";"Алейск";"658130";"Первомайская ул., 78, Алейск";"Бизнес";"Юридические услуги";"Лицензирование";"";"8 (800) 350-08-97, +7 (38553) 4-37-66";"";"";"info@themepunch.com";"http://rosgvard.ru/";"";"";"";"";"82.780212";"52.49368";"";""
"131559509708";"";"";"Управление Федеральной службы войск национальной гвардии Российской Федерации по Алтайскому краю";"Россия";"Алтайский край";"Алейск";"658130";"Первомайская ул., 78, Алейск";"Прочее";"Прочее";"Ли";"";"8 (800) 350-08-97, +7 (38553) 4-37-66";"";"";"info@themepunch.com";"http://rosgvard.ru/";"";"";"";"";"82.780212";"52.49368";"";""
"1031127572";"";"";"Нотариус Ерохина Н. Ф.";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 112, Алейск";"Бизнес";"Юридические услуги";"Нотариусы";"";"+7 (38553) 2-12-66";"";"";"";"";"";"";"";"";"82.775442";"52.497085";"";"пн-чт 8:00–17:00, перерыв 13:00–14:00, пт 8:00–13:00"
"42638055115";"";"";"Нотариус Белых Елена Георгиевна";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 121, Алейск";"Бизнес";"Юридические услуги";"Нотариусы";"";"+7 (38553) 2-30-05";"";"";"";"";"";"";"";"";"82.774696";"52.497737";"";"пн-чт 9:00–17:00, перерыв 13:00–14:00, пт 9:00–15:00, перерыв 13:00–14:00"
"1075143536";"";"";"Нотариус";"Россия";"Алтайский край";"Алейск";"";"Советская ул., 101, Алейск";"Бизнес";"Юридические услуги";"Нотариусы";"";"+7 (38553) 2-48-35";"";"";"";"";"";"";"";"";"82.777921";"52.493099";"";"пн-ср 9:00–16:00, перерыв 13:00–14:00, пт 9:00–13:00"
"156282316590";"";"";"Оформление и составление документов";"Россия";"Алтайский край";"Алейск";"";"Советская ул., 11А, Алейск";"Бизнес";"Юридические услуги";"Юридические услуги";"";"";"";"";"";"";"";"";"";"";"82.790786";"52.500983";"";""
"118930571208";"";"";"Юрист Шабалин И. А.";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 116, Алейск";"Бизнес";"Юридические услуги";"Юридические услуги";"";"";"+7 (962) 808-27-13";"";"";"";"";"";"";"";"82.774784";"52.496747";"";"пн-пт 8:30–17:00, перерыв 12:30–14:00"
"118930571208";"";"";"Юрист Шабалин И. А.";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 116, Алейск";"Прочее";"Прочее";"Ли";"";"";"+7 (962) 808-27-13";"";"";"";"";"";"";"";"82.774784";"52.496747";"";"пн-пт 8:30–17:00, перерыв 12:30–14:00"
"118930571208";"";"";"Юрист Шабалин И. А.";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 116, Алейск";"Услуги";"Бытовые услуги";"Услуги частных специалистов";"";"";"+7 (962) 808-27-13";"";"";"";"";"";"";"";"82.774784";"52.496747";"";"пн-пт 8:30–17:00, перерыв 12:30–14:00"
"235538658820";"";"";"ТО Управления Роспотребнадзора по Алтайскому краю в городе Алейске, Алейском, Калманском, Топчихинском, Усть-Калманском, Усть-Пристанском и Чарышском районах";"Россия";"Алтайский край";"Алейск";"658130";"Олимпийский пр., 7, Алейск, Россия";"Государство";"Инспекции, комиссии, контрольные органы";"Защита прав потребителя";"";"+7 (38553) 2-24-02";"";"";"";"http://22.rospotrebnadzor.ru/";"";"";"";"";"82.770917";"52.504236";"";""
"198981970386";"";"";"Филиал ФБУЗ Центр гигиены и эпидемиологии в Алтайском крае в городе Алейске, Алейском, Калманском, Топчихинском, Усть-Калманском, Усть-Пристанском и Чарышском районах";"Россия";"Алтайский край";"Алейск";"658130";"Олимпийский пр., 7, Алейск, Россия";"Государство";"Инспекции, комиссии, контрольные органы";"Защита прав потребителя";"";"";"";"";"support@gosuslugi.ru,  zpp@gsen.ru,  rpn@87.rospotrebnadzor.ru,  bozhchuk_vi@87.rospotrebnadzor.ru,  samslam84@mail.ru,  otorvaev.sagyndyk@mail.ru,  terrotdelirina@mail.ru,  gahova_av@87.rospotrebnadzor.ru,  turlak_na@87.rospotrebnadzor.ru,  kazankov_iv@87.rospotrebnadzor.ru";"http://www.altcge.ru/";"";"";"";"";"82.770731";"52.504107";"";"пн-пт 8:30–17:15, перерыв 12:45–13:15"
"198981970386";"";"";"Филиал ФБУЗ Центр гигиены и эпидемиологии в Алтайском крае в городе Алейске, Алейском, Калманском, Топчихинском, Усть-Калманском, Усть-Пристанском и Чарышском районах";"Россия";"Алтайский край";"Алейск";"658130";"Олимпийский пр., 7, Алейск, Россия";"Государство";"Инспекции, комиссии, контрольные органы";"Санитарно-эпидемиологическая служба";"";"";"";"";"support@gosuslugi.ru,  zpp@gsen.ru,  rpn@87.rospotrebnadzor.ru,  bozhchuk_vi@87.rospotrebnadzor.ru,  samslam84@mail.ru,  otorvaev.sagyndyk@mail.ru,  terrotdelirina@mail.ru,  gahova_av@87.rospotrebnadzor.ru,  turlak_na@87.rospotrebnadzor.ru,  kazankov_iv@87.rospotrebnadzor.ru";"http://www.altcge.ru/";"";"";"";"";"82.770731";"52.504107";"";"пн-пт 8:30–17:15, перерыв 12:45–13:15"
"44085676232";"";"";"МФЦ Мои документы";"Россия";"Алтайский край";"Алейск";"658130";"Парковый пер., 72, Алейск";"Государство";"Инспекции, комиссии, контрольные органы";"МФЦ";"";"8 (800) 775-00-25, +7 (3852) 20-05-50, +7 (38553) 6-60-13";"";"";"mfc@mfc22.ru";"https://mfc22.ru/";"https://vk.com/mfc22";"";"https://www.facebook.com/mfc22.ru";"";"82.771058";"52.502227";"";"пн-ср 8:00–18:00, чт 8:00–20:00, пт,сб 8:00–17:00"
"81530043611";"";"";"Районный отдел г. Алейск";"Россия";"Алтайский край";"Алейск";"658130";"Советская ул., 102, Алейск";"Государство";"Инспекции, комиссии, контрольные органы";"Статистическая организация";"";"+7 (38553) 2-11-46";"";"";"stat@gks.ru,  yearbook@gks.ru,  novokschonova@gks.ru,  plan2013-18_stat@gks.ru,  uliyanovis@gks.ru,  zhitkov@gks.ru,  shulzhenko@gks.ru,  ulbasheva@gks.ru,  butyrevvv@gks.ru,  anticorruption@gks.ru";"http://akstat.gks.ru/wps/wcm/connect/rosstat_ts/akstat/ru/about/departments/9fa0c7804edf90a38df28d3467c8ff84";"";"";"";"";"82.77749";"52.493932";"";""
"81530043611";"";"";"Районный отдел г. Алейск";"Россия";"Алтайский край";"Алейск";"658130";"Советская ул., 102, Алейск";"Государство";"Органы законодательной и исполнительной власти";"Министерства, ведомства, государственные службы";"";"+7 (38553) 2-11-46";"";"";"stat@gks.ru,  yearbook@gks.ru,  novokschonova@gks.ru,  plan2013-18_stat@gks.ru,  uliyanovis@gks.ru,  zhitkov@gks.ru,  shulzhenko@gks.ru,  ulbasheva@gks.ru,  butyrevvv@gks.ru,  anticorruption@gks.ru";"http://akstat.gks.ru/wps/wcm/connect/rosstat_ts/akstat/ru/about/departments/9fa0c7804edf90a38df28d3467c8ff84";"";"";"";"";"82.77749";"52.493932";"";""
"81530043611";"";"";"Районный отдел г. Алейск";"Россия";"Алтайский край";"Алейск";"658130";"Советская ул., 102, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Суд";"";"+7 (38553) 2-11-46";"";"";"stat@gks.ru,  yearbook@gks.ru,  novokschonova@gks.ru,  plan2013-18_stat@gks.ru,  uliyanovis@gks.ru,  zhitkov@gks.ru,  shulzhenko@gks.ru,  ulbasheva@gks.ru,  butyrevvv@gks.ru,  anticorruption@gks.ru";"http://akstat.gks.ru/wps/wcm/connect/rosstat_ts/akstat/ru/about/departments/9fa0c7804edf90a38df28d3467c8ff84";"";"";"";"";"82.77749";"52.493932";"";""
